Name,Ticker,Exchange,Primary,Country,Currency
Adasina Social Justice All Cap Global Etf,JSTC,BATS,XNYS,US,USD
Genuine Investors Etf,GCIG,BATS,XNYS,US,USD
Kraneshares Tr Msci All China Health Care Index Etf,KURE,BATS,XNYS,US,USD
Direxion Daily Tips Bull 2X Shares,TIPL,BATS,XNYS,US,USD
Jpmorgan Betabuilders Us Mid Cap Equity Etf,BBMC,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Ftse Europe Bull 3X,EURL,BATS,XNYS,US,USD
Vaneck Brazil Small-Cap Etf,BRF,BATS,XNYS,US,USD
Grayscale Future Of Finance Etf,GFOF,BATS,XNYS,US,USD
Dynamic Short Short-Term Volatility Futures Etf,WEIX,BATS,XNYS,US,USD
Wisdomtree Enhanced Commodity Strategy Fund,GCC,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP Intl Dev Momentum Etf,IDMO,BATS,XNYS,US,USD
Wisdomtree Floating Rate Treasury Fund,USFR,BATS,XNYS,US,USD
Sofi Social 50 Etf,SFYF,BATS,XNYS,US,USD
Bondbloxx Usd High Yield Bond Consumer Non-Cyclicals Sector Etf,XHYD,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii Treas Collateral Etf,CLTL,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Semiconductor Bear 3X Shs NewRS,SOXS,BATS,XNYS,US,USD
